-72.9045991;-72.9045991;-71.9045991;4;-71.9115436;0.1034254;20;NULL;0.0000000;-0.0000000;4;NULL
67.0017180;66.0017180;67.0017180;5;66.0086624;-0.7716272;20;NULL;60.4626269;-0.8458892;4;NULL
93.7735542;92.7735542;93.7735542;5;92.7804987;0.1722903;20;NULL;41.5636748;0.0402789;4;NULL
-55.7931914;-55.7931914;-54.7931914;4;-54.8001358;0.0600611;20;NULL;0.0000000;-0.0000000;4;NULL
-38.3665899;-38.3665899;-37.3665899;4;-37.3735343;0.0279356;20;NULL;0.0000000;-0.0000000;4;NULL
9.4441193;8.4441193;9.4441193;5;8.4510637;0.0014284;20;NULL;-0.0000000;-0.0000000;4;NULL
-62.3236048;-62.3236048;-61.3236048;4;-61.3305492;0.0752287;20;NULL;0.0000000;-0.0000000;4;NULL
98.5762604;97.5762604;98.5762604;5;97.5832048;0.1904550;20;NULL;4.6798433;0.0004380;4;NULL
99.2922651;98.2922651;99.2922651;5;98.2992096;0.1932579;20;NULL;2.9733970;0.0001768;4;NULL
93.5389874;92.5389874;93.5389874;5;92.5459318;0.1714393;20;NULL;44.1365939;0.0478915;4;NULL
45.1677926;45.1677926;46.1677926;4;46.1608482;0.0485864;20;NULL;179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000000;inf;3;NULL
96.2219384;95.2219384;96.2219384;5;95.2288828;0.1813983;20;NULL;16.9312079;0.0057333;4;NULL
-78.0276498;-78.0276498;-77.0276498;4;-77.0345943;0.1186866;20;NULL;0.0000000;-0.0000000;4;NULL
59.6211713;59.6211713;60.6211713;4;60.6142269;-0.8552158;20;NULL;63.4068236;-0.9146440;4;NULL
-40.5941101;-40.5941101;-39.5941101;4;-39.6010545;0.0313649;20;NULL;0.0000000;-0.0000000;4;NULL
-99.0433031;-99.0433031;-98.0433031;4;-98.0502476;0.1922770;20;NULL;-0.0000000;-0.0000000;4;NULL
