0; 0; 
0,0120641; 0,236267; 
0,0462803; 0,443345; 
0,0998211; 0,623063; 
0,170042; 0,77724; 
0,254478; 0,90768; 
0,350845; 1,01615; 
0,457034; 1,10439; 
0,571105; 1,17408; 
0,691286; 1,22684; 
0,815961; 1,26424; 
0,943672; 1,28779; 
1,0731; 1,29891; 
1,20308; 1,29895; 
1,33257; 1,28922; 
1,46064; 1,2709; 
1,5865; 1,24514; 
1,70946; 1,21299; 
1,82892; 1,17544; 
1,9444; 1,1334; 
2,05548; 1,0877; 
2,16184; 1,03911; 
2,26323; 0,988332; 
2,35945; 0,936005; 
2,4504; 0,8827; 
2,53598; 0,828933; 
2,61618; 0,775162; 
2,69103; 0,721792; 
2,76057; 0,669179; 
2,8249; 0,617632; 
2,88414; 0,567413; 
2,93843; 0,518748; 
2,98794; 0,471823; 
3,03286; 0,426789; 
3,07337; 0,383766; 
3,10968; 0,342844; 
3,14201; 0,304088; 
3,17057; 0,267539; 
3,19559; 0,233215; 
3,21729; 0,201117; 
3,23589; 0,171228; 
3,25161; 0,143518; 
3,26466; 0,117941; 
3,27527; 0,0944441; 
3,28362; 0,0729614; 
3,28992; 0,0534216; 
3,29437; 0,0357464; 
3,29713; 0,0198525; 
3,29839; 0,00565289; 
3,29832; -0,00694197; 
3,29706; -0,0180235; 
3,29476; -0,0276837; 
3,29156; -0,0360148; 
3,2876; -0,0431083; 
3,28298; -0,0490542; 
3,27782; -0,0539411; 
3,27222; -0,0578549; 
3,26628; -0,060879; 
3,26008; -0,0630939; 
3,25369; -0,0645768; 
3,24718; -0,0654015; 
3,24063; -0,065638; 
3,23407; -0,0653529; 
3,22757; -0,0646088; 
3,22116; -0,0634646; 
3,21489; -0,0619752; 
3,20878; -0,060192; 
3,20286; -0,0581624; 
3,19715; -0,0559304; 
3,19168; -0,0535361; 
3,18645; -0,0510166; 
3,18148; -0,0484051; 
3,17677; -0,0457322; 
3,17233; -0,043025; 
3,16817; -0,0403079; 
3,16427; -0,0376026; 
3,16064; -0,0349279; 
3,15728; -0,0323006; 
3,15418; -0,0297348; 
3,15133; -0,0272428; 
3,14873; -0,0248348; 
3,14636; -0,0225191; 
3,14422; -0,0203025; 
3,1423; -0,0181902; 
3,14058; -0,016186; 
3,13906; -0,0142924; 
3,13772; -0,0125108; 
3,13655; -0,0108418; 
3,13555; -0,00928471; 
3,13469; -0,00783837; 
3,13398; -0,0065008; 
3,13339; -0,00526945; 
3,13292; -0,00414127; 
3,13256; -0,00311279; 
3,13229; -0,00218018; 
3,13212; -0,00133935; 
3,13202; -0,000585978; 
3,132; 8,44087e-05; 
3,13204; 0,000676389; 
3,13213; 0,0011946; 
3,13227; 0,0016437; 
3,13246; 0,00202833; 
3,13268; 0,00235306; 
3,13293; 0,00262241; 
3,1332; 0,00284076; 
3,13349; 0,00301239; 
3,1338; 0,00314143; 
3,13412; 0,00323185; 
3,13445; 0,00328744; 
3,13478; 0,00331183; 
3,13511; 0,00330846; 
3,13544; 0,00328057; 
3,13576; 0,00323121; 
3,13608; 0,00316325; 
3,1364; 0,00307935; 
3,1367; 0,002982; 
3,13699; 0,0028735; 
3,13727; 0,00275594; 
3,13754; 0,00263127; 
3,1378; 0,00250125; 
3,13804; 0,00236748; 
3,13827; 0,00223141; 
3,13849; 0,00209432; 
3,13869; 0,00195736; 
3,13888; 0,00182156; 
3,13906; 0,00168779; 
3,13922; 0,00155683; 
3,13937; 0,00142935; 
3,1395; 0,00130589; 
3,13963; 0,00118692; 
3,13974; 0,00107281; 
3,13984; 0,000963867; 
3,13993; 0,000860303; 
3,14002; 0,000762275; 
3,14009; 0,00066988; 
3,14015; 0,00058316; 
3,1402; 0,000502109; 
3,14025; 0,000426681; 
3,14029; 0,00035679; 
3,14032; 0,00029232; 
3,14035; 0,000233129; 
3,14037; 0,000179049; 
3,14038; 0,000129894; 
3,14039; 8,54642e-05; 
3,1404; 4,55448e-05; 
3,1404; 9,9135e-06; 
3,1404; -2,16589e-05; 
3,1404; -4,94056e-05; 
3,14039; -7,35614e-05; 
3,14039; -9,4361e-05; 
3,14037; -0,000112037; 
3,14036; -0,000126819; 
3,14035; -0,000138932; 
3,14034; -0,000148593; 
3,14032; -0,000156014; 
3,1403; -0,0001614; 
3,14029; -0,000164946; 
3,14027; -0,000166838; 
3,14025; -0,000167255; 
3,14024; -0,000166364; 
3,14022; -0,000164324; 
3,1402; -0,000161283; 
3,14019; -0,000157381; 
3,14017; -0,000152746; 
3,14016; -0,000147499; 
3,14014; -0,00014175; 
3,14013; -0,000135601; 
3,14012; -0,000129144; 
3,1401; -0,000122464; 
3,14009; -0,000115636; 
3,14008; -0,00010873; 
3,14007; -0,000101807; 
3,14006; -9,49196e-05; 
3,14005; -8,81169e-05; 
3,14004; -8,144e-05; 
3,14004; -7,49244e-05; 
3,14003; -6,86006e-05; 
3,14002; -6,24938e-05; 
3,14002; -5,66249e-05; 
3,14001; -5,10106e-05; 
3,14001; -4,56634e-05; 
3,14; -4,05928e-05; 
3,14; -3,58047e-05; 
3,13999; -3,13025e-05; 
3,13999; -2,7087e-05; 
3,13999; -2,31565e-05; 
3,13999; -1,95076e-05; 
3,13998; -1,61351e-05; 
3,13998; -1,30324e-05; 
3,13998; -1,01915e-05; 
3,13998; -7,60348e-06; 
3,13998; -5,25841e-06; 
