5; 1; 10; 
4,98527; 1,0147; 11,1558; 
4,97056; 1,0293; 12,266; 
4,95587; 1,04381; 13,333; 
4,9412; 1,05822; 14,3592; 
4,92655; 1,07255; 15,3467; 
4,91193; 1,08678; 16,2975; 
4,89732; 1,10093; 17,2135; 
4,88274; 1,11498; 18,0965; 
4,86818; 1,12895; 18,9481; 
4,85365; 1,14283; 19,7697; 
4,83913; 1,15662; 20,563; 
4,82464; 1,17033; 21,3291; 
4,81016; 1,18395; 22,0694; 
4,79571; 1,19749; 22,7851; 
4,78128; 1,21095; 23,4773; 
4,76688; 1,22432; 24,147; 
4,75249; 1,23761; 24,7952; 
4,73813; 1,25082; 25,4229; 
4,72378; 1,26395; 26,0309; 
4,70946; 1,277; 26,6201; 
4,69517; 1,28997; 27,1913; 
4,68089; 1,30286; 27,7451; 
4,66663; 1,31567; 28,2824; 
4,6524; 1,3284; 28,8038; 
4,63819; 1,34106; 29,3099; 
4,624; 1,35365; 29,8013; 
4,60983; 1,36615; 30,2787; 
4,59568; 1,37858; 30,7424; 
4,58156; 1,39094; 31,1931; 
4,56746; 1,40322; 31,6313; 
4,55338; 1,41543; 32,0573; 
4,53932; 1,42757; 32,4717; 
4,52528; 1,43963; 32,8749; 
4,51126; 1,45163; 33,2672; 
4,49727; 1,46355; 33,6491; 
4,4833; 1,4754; 34,021; 
4,46935; 1,48718; 34,3831; 
4,45542; 1,49889; 34,7358; 
4,44151; 1,51053; 35,0794; 
4,42762; 1,5221; 35,4143; 
4,41376; 1,5336; 35,7407; 
4,39992; 1,54504; 36,059; 
4,3861; 1,55641; 36,3693; 
4,3723; 1,56771; 36,6719; 
4,35852; 1,57894; 36,9671; 
4,34477; 1,59011; 37,2551; 
4,33103; 1,60121; 37,5362; 
4,31732; 1,61224; 37,8105; 
4,30363; 1,62321; 38,0782; 
4,28997; 1,63412; 38,3397; 
4,27632; 1,64496; 38,595; 
4,26269; 1,65574; 38,8443; 
4,24909; 1,66646; 39,0878; 
4,23551; 1,67711; 39,3258; 
4,22195; 1,6877; 39,5582; 
4,20841; 1,69822; 39,7854; 
4,1949; 1,70869; 40,0074; 
4,1814; 1,71909; 40,2245; 
4,16793; 1,72943; 40,4367; 
4,15448; 1,73971; 40,6441; 
4,14105; 1,74993; 40,847; 
4,12764; 1,76009; 41,0454; 
4,11426; 1,77019; 41,2395; 
4,10089; 1,78023; 41,4293; 
4,08755; 1,79021; 41,615; 
4,07423; 1,80013; 41,7968; 
4,06093; 1,81; 41,9746; 
4,04766; 1,8198; 42,1486; 
4,0344; 1,82955; 42,3189; 
4,02117; 1,83924; 42,4857; 
4,00796; 1,84887; 42,6489; 
3,99477; 1,85844; 42,8087; 
3,9816; 1,86796; 42,9651; 
3,96845; 1,87742; 43,1184; 
3,95533; 1,88683; 43,2684; 
3,94223; 1,89618; 43,4153; 
3,92914; 1,90547; 43,5592; 
3,91608; 1,91471; 43,7002; 
3,90305; 1,9239; 43,8383; 
3,89003; 1,93302; 43,9736; 
3,87704; 1,9421; 44,1061; 
3,86406; 1,95112; 44,236; 
3,85111; 1,96009; 44,3633; 
3,83818; 1,969; 44,4879; 
3,82528; 1,97786; 44,6101; 
3,81239; 1,98666; 44,7299; 
3,79953; 1,99542; 44,8473; 
3,78669; 2,00412; 44,9623; 
3,77387; 2,01277; 45,0751; 
3,76107; 2,02136; 45,1856; 
3,74829; 2,02991; 45,294; 
3,73554; 2,0384; 45,4002; 
3,7228; 2,04684; 45,5043; 
3,71009; 2,05523; 45,6064; 
3,6974; 2,06357; 45,7065; 
3,68473; 2,07186; 45,8047; 
3,67209; 2,0801; 45,9009; 
3,65946; 2,08828; 45,9953; 
3,64686; 2,09642; 46,0878; 
3,63428; 2,10451; 46,1785; 
3,62172; 2,11255; 46,2675; 
3,60918; 2,12054; 46,3547; 
3,59666; 2,12848; 46,4403; 
3,58417; 2,13637; 46,5242; 
3,5717; 2,14421; 46,6064; 
3,55925; 2,15201; 46,6871; 
3,54682; 2,15975; 46,7662; 
3,53441; 2,16745; 46,8438; 
3,52203; 2,1751; 46,9199; 
3,50966; 2,1827; 46,9945; 
3,49732; 2,19026; 47,0677; 
3,485; 2,19777; 47,1395; 
3,4727; 2,20523; 47,2099; 
3,46042; 2,21264; 47,2789; 
3,44817; 2,22001; 47,3466; 
3,43594; 2,22733; 47,4129; 
3,42372; 2,23461; 47,478; 
3,41153; 2,24184; 47,5418; 
3,39937; 2,24902; 47,6044; 
3,38722; 2,25616; 47,6658; 
3,3751; 2,26325; 47,726; 
3,36299; 2,2703; 47,7849; 
3,35091; 2,2773; 47,8428; 
3,33885; 2,28426; 47,8995; 
3,32681; 2,29117; 47,9551; 
3,3148; 2,29804; 48,0096; 
3,3028; 2,30486; 48,063; 
3,29083; 2,31164; 48,1154; 
3,27888; 2,31838; 48,1667; 
3,26695; 2,32507; 48,217; 
3,25505; 2,33172; 48,2663; 
3,24316; 2,33832; 48,3147; 
3,2313; 2,34488; 48,362; 
3,21945; 2,3514; 48,4084; 
3,20763; 2,35788; 48,4539; 
3,19584; 2,36431; 48,4984; 
3,18406; 2,3707; 48,542; 
3,1723; 2,37705; 48,5848; 
3,16057; 2,38335; 48,6266; 
3,14886; 2,38961; 48,6676; 
3,13717; 2,39584; 48,7078; 
3,1255; 2,40202; 48,7471; 
3,11385; 2,40815; 48,7856; 
3,10223; 2,41425; 48,8232; 
3,09063; 2,42031; 48,8601; 
3,07905; 2,42632; 48,8962; 
3,06749; 2,43229; 48,9315; 
3,05595; 2,43822; 48,9661; 
3,04443; 2,44412; 48,9999; 
3,03294; 2,44997; 49,0329; 
3,02147; 2,45578; 49,0653; 
3,01002; 2,46155; 49,0969; 
2,99859; 2,46728; 49,1278; 
2,98718; 2,47297; 49,158; 
2,97579; 2,47862; 49,1875; 
2,96443; 2,48423; 49,2164; 
