5; 1; 10; 
4,98526; 1,0147; 11,1564; 
4,97054; 1,02931; 12,2671; 
4,95584; 1,04383; 13,3346; 
4,94117; 1,05825; 14,3612; 
4,92651; 1,07258; 15,3492; 
4,91188; 1,08682; 16,3004; 
4,89727; 1,10098; 17,2168; 
4,88268; 1,11504; 18,1001; 
4,86812; 1,12901; 18,952; 
4,85357; 1,1429; 19,774; 
4,83905; 1,1567; 20,5675; 
4,82455; 1,17041; 21,3339; 
4,81007; 1,18404; 22,0745; 
4,79561; 1,19759; 22,7904; 
4,78118; 1,21105; 23,4828; 
4,76676; 1,22443; 24,1527; 
4,75237; 1,23773; 24,8011; 
4,738; 1,25094; 25,4289; 
4,72365; 1,26408; 26,0371; 
4,70932; 1,27713; 26,6265; 
4,69502; 1,29011; 27,1978; 
4,68073; 1,303; 27,7518; 
4,66647; 1,31582; 28,2893; 
4,65223; 1,32856; 28,8108; 
4,63801; 1,34123; 29,317; 
4,62382; 1,35382; 29,8085; 
4,60964; 1,36633; 30,286; 
4,59549; 1,37877; 30,7498; 
4,58136; 1,39113; 31,2006; 
4,56725; 1,40342; 31,6388; 
4,55316; 1,41563; 32,065; 
4,53909; 1,42778; 32,4794; 
4,52505; 1,43985; 32,8827; 
4,51103; 1,45185; 33,2751; 
4,49703; 1,46377; 33,6571; 
4,48305; 1,47563; 34,029; 
4,46909; 1,48741; 34,3912; 
4,45515; 1,49913; 34,7439; 
4,44124; 1,51078; 35,0876; 
4,42735; 1,52235; 35,4226; 
4,41348; 1,53386; 35,749; 
4,39963; 1,5453; 36,0673; 
4,3858; 1,55667; 36,3776; 
4,372; 1,56798; 36,6803; 
4,35822; 1,57922; 36,9755; 
4,34445; 1,59039; 37,2636; 
4,33071; 1,6015; 37,5447; 
4,317; 1,61254; 37,819; 
4,3033; 1,62351; 38,0868; 
4,28963; 1,63443; 38,3483; 
4,27597; 1,64527; 38,6036; 
4,26234; 1,65606; 38,8529; 
4,24873; 1,66677; 39,0965; 
4,23515; 1,67743; 39,3344; 
4,22158; 1,68802; 39,5669; 
4,20804; 1,69856; 39,7941; 
4,19452; 1,70902; 40,0162; 
4,18102; 1,71943; 40,2332; 
4,16754; 1,72978; 40,4454; 
4,15408; 1,74006; 40,6529; 
4,14065; 1,75029; 40,8558; 
4,12723; 1,76045; 41,0542; 
4,11384; 1,77056; 41,2482; 
4,10047; 1,7806; 41,4381; 
4,08712; 1,79059; 41,6238; 
4,0738; 1,80051; 41,8056; 
4,06049; 1,81038; 41,9834; 
4,04721; 1,82019; 42,1574; 
4,03395; 1,82994; 42,3278; 
4,02071; 1,83963; 42,4945; 
4,00749; 1,84927; 42,6577; 
3,9943; 1,85885; 42,8175; 
3,98112; 1,86837; 42,974; 
3,96797; 1,87784; 43,1272; 
3,95484; 1,88725; 43,2772; 
3,94173; 1,8966; 43,4242; 
3,92865; 1,9059; 43,5681; 
3,91558; 1,91514; 43,709; 
3,90254; 1,92433; 43,8471; 
3,88952; 1,93346; 43,9824; 
3,87652; 1,94254; 44,115; 
3,86354; 1,95157; 44,2448; 
3,85058; 1,96054; 44,3721; 
3,83765; 1,96945; 44,4968; 
3,82473; 1,97832; 44,619; 
3,81184; 1,98713; 44,7387; 
3,79897; 1,99588; 44,8561; 
3,78613; 2,00459; 44,9711; 
3,7733; 2,01324; 45,0839; 
3,7605; 2,02184; 45,1944; 
3,74771; 2,03039; 45,3028; 
3,73495; 2,03889; 45,409; 
3,72222; 2,04733; 45,5131; 
3,7095; 2,05572; 45,6152; 
3,6968; 2,06407; 45,7153; 
3,68413; 2,07236; 45,8134; 
3,67148; 2,0806; 45,9096; 
3,65885; 2,08879; 46,004; 
3,64624; 2,09693; 46,0965; 
3,63365; 2,10502; 46,1872; 
3,62109; 2,11307; 46,2762; 
3,60855; 2,12106; 46,3634; 
3,59603; 2,129; 46,4489; 
3,58353; 2,1369; 46,5328; 
3,57105; 2,14474; 46,6151; 
3,55859; 2,15254; 46,6958; 
3,54616; 2,16029; 46,7749; 
3,53375; 2,16799; 46,8525; 
3,52136; 2,17564; 46,9285; 
3,50899; 2,18325; 47,0032; 
3,49664; 2,19081; 47,0763; 
3,48432; 2,19832; 47,1481; 
3,47201; 2,20578; 47,2185; 
3,45973; 2,2132; 47,2875; 
3,44747; 2,22057; 47,3551; 
3,43523; 2,2279; 47,4215; 
3,42302; 2,23517; 47,4866; 
3,41082; 2,24241; 47,5504; 
3,39865; 2,24959; 47,613; 
3,3865; 2,25673; 47,6743; 
3,37437; 2,26383; 47,7345; 
3,36226; 2,27088; 47,7934; 
3,35018; 2,27788; 47,8513; 
3,33811; 2,28484; 47,908; 
3,32607; 2,29176; 47,9636; 
3,31405; 2,29863; 48,018; 
3,30205; 2,30545; 48,0715; 
3,29007; 2,31224; 48,1238; 
3,27812; 2,31897; 48,1751; 
3,26618; 2,32567; 48,2254; 
3,25427; 2,33232; 48,2747; 
3,24238; 2,33893; 48,323; 
3,23051; 2,34549; 48,3704; 
3,21867; 2,35201; 48,4168; 
3,20684; 2,35849; 48,4622; 
3,19504; 2,36492; 48,5067; 
3,18326; 2,37132; 48,5504; 
3,1715; 2,37767; 48,5931; 
3,15976; 2,38397; 48,6349; 
3,14805; 2,39024; 48,6759; 
3,13635; 2,39646; 48,7161; 
3,12468; 2,40265; 48,7553; 
3,11303; 2,40879; 48,7938; 
3,1014; 2,41488; 48,8315; 
3,08979; 2,42094; 48,8683; 
3,07821; 2,42696; 48,9044; 
3,06664; 2,43293; 48,9397; 
3,0551; 2,43887; 48,9743; 
3,04358; 2,44476; 49,0081; 
3,03208; 2,45062; 49,0411; 
3,02061; 2,45643; 49,0734; 
3,00915; 2,4622; 49,105; 
2,99772; 2,46793; 49,1359; 
2,98631; 2,47363; 49,1661; 
2,97492; 2,47928; 49,1957; 
2,96355; 2,48489; 49,2245; 
2,95221; 2,49047; 49,2527; 
2,94088; 2,496; 49,2802; 
2,92958; 2,50149; 49,3071; 
2,9183; 2,50695; 49,3333; 
2,90704; 2,51237; 49,3589; 
2,8958; 2,51775; 49,3839; 
2,88459; 2,52308; 49,4083; 
2,87339; 2,52839; 49,432; 
2,86222; 2,53365; 49,4552; 
2,85107; 2,53887; 49,4778; 
2,83994; 2,54406; 49,4998; 
2,82884; 2,54921; 49,5212; 
2,81775; 2,55432; 49,5421; 
2,80669; 2,55939; 49,5624; 
