0; 0; 
0,011997; 0,234977; 
0,0460324; 0,441068; 
0,0993075; 0,620066; 
0,169202; 0,773758; 
0,253275; 0,903913; 
0,349259; 1,01228; 
0,45506; 1,10055; 
0,568754; 1,17039; 
0,688577; 1,2234; 
0,812925; 1,26114; 
0,940345; 1,28507; 
1,06953; 1,29662; 
1,1993; 1,29712; 
1,32863; 1,28786; 
1,45659; 1,27002; 
1,58238; 1,24473; 
1,70532; 1,21303; 
1,82481; 1,17592; 
1,94035; 1,13428; 
2,05154; 1,08895; 
2,15804; 1,0407; 
2,25961; 0,990233; 
2,35604; 0,938173; 
2,44721; 0,885098; 
2,53304; 0,831521; 
2,61351; 0,777903; 
2,68863; 0,724649; 
2,75847; 0,672116; 
2,82309; 0,620615; 
2,88263; 0,570411; 
2,93723; 0,521731; 
2,98704; 0,474764; 
3,03224; 0,429664; 
3,07303; 0,386552; 
3,10962; 0,345523; 
3,14221; 0,306643; 
3,17102; 0,269954; 
3,19628; 0,23548; 
3,21819; 0,203221; 
3,23699; 0,173165; 
3,2529; 0,145282; 
3,26612; 0,119529; 
3,27687; 0,0958547; 
3,28536; 0,0741952; 
3,29178; 0,0544804; 
3,29632; 0,0366335; 
3,29916; 0,0205726; 
3,30049; 0,00621157; 
3,30046; -0,00653812; 
3,29923; -0,0177671; 
3,29695; -0,0275667; 
3,29376; -0,0360286; 
3,28979; -0,043244; 
3,28515; -0,0493026; 
3,27996; -0,0542925; 
3,27433; -0,0582999; 
3,26833; -0,0614082; 
3,26207; -0,0636977; 
3,25562; -0,065246; 
3,24905; -0,066127; 
3,24241; -0,0664111; 
3,23578; -0,0661651; 
3,2292; -0,065452; 
3,2227; -0,0643311; 
3,21634; -0,0628579; 
3,21014; -0,061084; 
3,20413; -0,0590575; 
3,19834; -0,0568227; 
3,19277; -0,0544204; 
3,18746; -0,0518879; 
3,1824; -0,0492591; 
3,17761; -0,046565; 
3,17309; -0,0438332; 
3,16884; -0,0410885; 
3,16487; -0,0383529; 
3,16117; -0,035646; 
3,15774; -0,0329846; 
3,15457; -0,0303834; 
3,15166; -0,027855; 
3,149; -0,0254099; 
3,14658; -0,0230567; 
3,14438; -0,0208026; 
3,14241; -0,0186529; 
3,14065; -0,0166116; 
3,13909; -0,0146817; 
3,13771; -0,0128645; 
3,13651; -0,0111608; 
3,13547; -0,00957021; 
3,13459; -0,00809156; 
3,13385; -0,00672301; 
3,13324; -0,0054621; 
3,13275; -0,00430584; 
3,13238; -0,00325082; 
3,1321; -0,00229324; 
3,13192; -0,00142903; 
3,13181; -0,000653887; 
3,13178; 3,66739e-05; 
3,13182; 0,000647243; 
3,13191; 0,00118248; 
3,13205; 0,00164708; 
3,13224; 0,00204571; 
3,13246; 0,00238301; 
3,13271; 0,00266352; 
3,13299; 0,00289171; 
3,13329; 0,0030719; 
3,1336; 0,00320828; 
3,13393; 0,0033049; 
3,13426; 0,00336562; 
3,1346; 0,00339412; 
3,13494; 0,00339392; 
3,13528; 0,00336833; 
3,13561; 0,00332046; 
3,13594; 0,00325326; 
3,13626; 0,00316946; 
3,13658; 0,00307159; 
3,13688; 0,00296202; 
3,13717; 0,00284292; 
3,13745; 0,00271628; 
3,13771; 0,00258392; 
3,13796; 0,00244749; 
3,1382; 0,00230848; 
3,13842; 0,00216823; 
3,13863; 0,00202794; 
3,13883; 0,00188865; 
3,13901; 0,0017513; 
3,13918; 0,00161669; 
3,13933; 0,00148552; 
3,13948; 0,00135836; 
3,13961; 0,00123571; 
3,13972; 0,00111796; 
3,13983; 0,00100544; 
3,13993; 0,000898377; 
3,14001; 0,000796945; 
3,14009; 0,000701254; 
3,14015; 0,000611359; 
3,14021; 0,000527263; 
3,14026; 0,000448927; 
3,1403; 0,000376272; 
3,14033; 0,000309186; 
3,14036; 0,00024753; 
3,14038; 0,000191137; 
3,1404; 0,000139823; 
3,14041; 9,33857e-05; 
3,14042; 5,16096e-05; 
3,14042; 1,42696e-05; 
3,14042; -1,88668e-05; 
3,14042; -4,80367e-05; 
3,14041; -7,34796e-05; 
3,1404; -9,54351e-05; 
3,14039; -0,000114142; 
3,14038; -0,000129834; 
3,14037; -0,000142742; 
3,14035; -0,000153092; 
3,14033; -0,0001611; 
3,14032; -0,000166978; 
3,1403; -0,000170926; 
3,14028; -0,000173139; 
3,14027; -0,0001738; 
3,14025; -0,000173083; 
3,14023; -0,000171153; 
3,14022; -0,000168164; 
3,1402; -0,000164261; 
3,14018; -0,000159578; 
3,14017; -0,000154241; 
3,14015; -0,000148365; 
3,14014; -0,000142056; 
3,14012; -0,000135412; 
3,14011; -0,000128521; 
3,1401; -0,000121463; 
3,14009; -0,00011431; 
3,14007; -0,000107127; 
3,14006; -9,99706e-05; 
3,14005; -9,2892e-05; 
3,14005; -8,59349e-05; 
3,14004; -7,91374e-05; 
3,14003; -7,2532e-05; 
3,14002; -6,61459e-05; 
3,14002; -6,00018e-05; 
3,14001; -5,41176e-05; 
3,14001; -4,85074e-05; 
3,14; -4,31816e-05; 
3,14; -3,81473e-05; 
3,13999; -3,34084e-05; 
3,13999; -2,89664e-05; 
3,13999; -2,48203e-05; 
3,13999; -2,0967e-05; 
3,13998; -1,74014e-05; 
3,13998; -1,41172e-05; 
3,13998; -1,11064e-05; 
3,13998; -8,35992e-06; 
3,13998; -5,86793e-06; 
3,13998; -3,61967e-06; 
3,13998; -1,60384e-06; 
3,13998; 1,91292e-07; 
3,13998; 1,77777e-06; 
3,13998; 3,16779e-06; 
3,13998; 4,37363e-06; 
3,13998; 5,40752e-06; 
3,13998; 6,28157e-06; 
3,13998; 7,00767e-06; 
3,13998; 7,59749e-06; 
3,13998; 8,06232e-06; 
3,13998; 8,41312e-06; 
3,13998; 8,66042e-06; 
3,13999; 8,81433e-06; 
3,13999; 8,88446e-06; 
3,13999; 8,87997e-06; 
3,13999; 8,8095e-06; 
3,13999; 8,6812e-06; 
3,13999; 8,5027e-06; 
3,13999; 8,28113e-06; 
3,13999; 8,02314e-06; 
3,13999; 7,73484e-06; 
3,13999; 7,4219e-06; 
3,13999; 7,08951e-06; 
3,13999; 6,74241e-06; 
3,13999; 6,38488e-06; 
3,14; 6,02081e-06; 
3,14; 5,65369e-06; 
3,14; 5,28661e-06; 
3,14; 4,92232e-06; 
3,14; 4,56322e-06; 
3,14; 4,2114e-06; 
3,14; 3,86866e-06; 
3,14; 3,53651e-06; 
3,14; 3,21623e-06; 
3,14; 2,90883e-06; 
3,14; 2,61514e-06; 
3,14; 2,33577e-06; 
3,14; 2,07116e-06; 
3,14; 1,82158e-06; 
3,14; 1,58718e-06; 
3,14; 1,36794e-06; 
3,14; 1,16378e-06; 
3,14; 9,74463e-07; 
3,14; 7,99707e-07; 
3,14; 6,39135e-07; 
3,14; 4,92314e-07; 
3,14; 3,58755e-07; 
3,14; 2,37927e-07; 
3,14; 1,29266e-07; 
3,14; 3,21804e-08; 
3,14; -5,39387e-08; 
3,14; -1,29712e-07; 
3,14; -1,95768e-07; 
3,14; -2,52732e-07; 
3,14; -3,01227e-07; 
3,14; -3,41869e-07; 
3,14; -3,75259e-07; 
3,14; -4,01984e-07; 
3,14; -4,22615e-07; 
3,14; -4,37699e-07; 
3,14; -4,47764e-07; 
3,14; -4,53314e-07; 
3,14; -4,54829e-07; 
3,14; -4,52763e-07; 
3,14; -4,47545e-07; 
3,14; -4,39578e-07; 
3,14; -4,2924e-07; 
3,14; -4,1688e-07; 
3,14; -4,02825e-07; 
3,14; -3,87377e-07; 
3,14; -3,70811e-07; 
3,14; -3,5338e-07; 
3,14; -3,35316e-07; 
3,14; -3,16826e-07; 
3,14; -2,98098e-07; 
3,14; -2,79299e-07; 
3,14; -2,60579e-07; 
3,14; -2,42069e-07; 
3,14; -2,23883e-07; 
3,14; -2,0612e-07; 
3,14; -1,88864e-07; 
3,14; -1,72185e-07; 
3,14; -1,56143e-07; 
3,14; -1,40783e-07; 
3,14; -1,26142e-07; 
3,14; -1,12247e-07; 
3,14; -9,91151e-08; 
3,14; -8,6757e-08; 
3,14; -7,51758e-08; 
3,14; -6,43685e-08; 
3,14; -5,43269e-08; 
3,14; -4,50376e-08; 
3,14; -3,64834e-08; 
3,14; -2,86435e-08; 
3,14; -2,14941e-08; 
3,14; -1,50091e-08; 
3,14; -9,16028e-09; 
3,14; -3,91806e-09; 
3,14; 7,48338e-10; 
3,14; 4,87045e-09; 
3,14; 8,48025e-09; 
