0; 0; 0; 0; 
1,08277e-05; 0,00032385; 0,000989097; 0,0196731; 
8,58602e-05; 0,0012802; 0,00391292; 0,0386952; 
0,000287142; 0,0028446; 0,00870662; 0,0570717; 
0,000674172; 0,00499059; 0,015306; 0,0748096; 
0,00130371; 0,00769003; 0,0236475; 0,0919169; 
0,00222964; 0,0109133; 0,0336686; 0,108403; 
0,00350282; 0,0146297; 0,0453078; 0,124278; 
0,00517096; 0,0188074; 0,0585043; 0,139554; 
0,00727859; 0,0234139; 0,0731989; 0,154241; 
0,00986695; 0,0284164; 0,0893333; 0,168353; 
0,012974; 0,0337814; 0,106851; 0,181902; 
0,0166342; 0,0394755; 0,125695; 0,194902; 
0,0208789; 0,0454653; 0,145813; 0,207365; 
0,025736; 0,0517177; 0,167151; 0,219306; 
0,0312301; 0,0581998; 0,189658; 0,230738; 
0,0373825; 0,0648791; 0,213282; 0,241674; 
0,0442114; 0,0717239; 0,237976; 0,252128; 
0,0517318; 0,0787031; 0,263692; 0,262113; 
0,0599555; 0,0857864; 0,290384; 0,271642; 
0,0688916; 0,0929446; 0,318006; 0,280728; 
0,078546; 0,100149; 0,346515; 0,289383; 
0,088922; 0,107372; 0,375868; 0,29762; 
0,10002; 0,114589; 0,406025; 0,30545; 
0,111839; 0,121772; 0,436945; 0,312884; 
0,124373; 0,1289; 0,468589; 0,319933; 
0,137616; 0,135948; 0,500919; 0,326608; 
0,151559; 0,142896; 0,533899; 0,332918; 
0,166191; 0,149723; 0,567491; 0,338873; 
0,181499; 0,15641; 0,601662; 0,344481; 
0,197468; 0,162939; 0,636376; 0,349752; 
0,214081; 0,169294; 0,671601; 0,354693; 
0,23132; 0,17546; 0,707304; 0,359312; 
0,249166; 0,181423; 0,743453; 0,363615; 
0,267598; 0,187169; 0,780017; 0,36761; 
0,286592; 0,192688; 0,816965; 0,371303; 
0,306127; 0,197969; 0,854267; 0,3747; 
0,326178; 0,203002; 0,891895; 0,377805; 
0,346719; 0,20778; 0,929819; 0,380625; 
0,367725; 0,212295; 0,968011; 0,383163; 
0,389169; 0,216542; 1,00644; 0,385424; 
0,411025; 0,220515; 1,04509; 0,387413; 
0,433263; 0,224209; 1,08392; 0,389133; 
0,455857; 0,227623; 1,1229; 0,390587; 
0,478778; 0,230753; 1,16202; 0,391779; 
0,501998; 0,233598; 1,20125; 0,392713; 
0,525488; 0,236157; 1,24056; 0,39339; 
0,54922; 0,238431; 1,27992; 0,393813; 
0,573165; 0,24042; 1,31931; 0,393986; 
0,597295; 0,242125; 1,35871; 0,393911; 
0,621581; 0,243549; 1,39809; 0,39359; 
0,645995; 0,244694; 1,43742; 0,393025; 
0,67051; 0,245562; 1,47668; 0,392219; 
0,695099; 0,246159; 1,51586; 0,391174; 
0,719733; 0,246487; 1,55491; 0,389893; 
0,744387; 0,246552; 1,59383; 0,388376; 
0,769035; 0,246357; 1,63258; 0,386628; 
0,79365; 0,245909; 1,67114; 0,384649; 
0,818208; 0,245213; 1,7095; 0,382442; 
0,842685; 0,244274; 1,74763; 0,380011; 
0,867055; 0,243099; 1,7855; 0,377356; 
0,891297; 0,241693; 1,82309; 0,374481; 
0,915387; 0,240064; 1,86038; 0,371389; 
0,939302; 0,238217; 1,89736; 0,368082; 
0,963023; 0,23616; 1,93399; 0,364563; 
0,986528; 0,233899; 1,97027; 0,360835; 
1,0098; 0,231441; 2,00615; 0,356901; 
1,03281; 0,228793; 2,04164; 0,352765; 
1,05555; 0,225963; 2,0767; 0,34843; 
1,078; 0,222956; 2,11132; 0,3439; 
1,10013; 0,219781; 2,14547; 0,339178; 
1,12195; 0,216443; 2,17915; 0,334268; 
1,14342; 0,212951; 2,21232; 0,329175; 
1,16453; 0,209311; 2,24498; 0,323902; 
1,18528; 0,20553; 2,2771; 0,318454; 
1,20563; 0,201615; 2,30866; 0,312835; 
1,22559; 0,197573; 2,33966; 0,30705; 
1,24514; 0,19341; 2,37007; 0,301104; 
1,26427; 0,189134; 2,39987; 0,295002; 
1,28297; 0,18475; 2,42906; 0,288749; 
1,30122; 0,180265; 2,45762; 0,282349; 
1,31902; 0,175685; 2,48553; 0,275809; 
1,33635; 0,171017; 2,51278; 0,269133; 
1,35322; 0,166267; 2,53935; 0,262328; 
1,3696; 0,161441; 2,56524; 0,255399; 
1,3855; 0,156544; 2,59043; 0,248351; 
1,40091; 0,151583; 2,6149; 0,241192; 
1,41582; 0,146563; 2,63866; 0,233925; 
1,43022; 0,14149; 2,66168; 0,226558; 
1,44411; 0,136368; 2,68397; 0,219097; 
1,45749; 0,131205; 2,7055; 0,211548; 
1,47035; 0,126003; 2,72628; 0,203917; 
1,48269; 0,12077; 2,74628; 0,196211; 
1,49451; 0,115509; 2,76552; 0,188435; 
1,50579; 0,110226; 2,78397; 0,180597; 
1,51655; 0,104925; 2,80163; 0,172702; 
1,52678; 0,0996103; 2,81851; 0,164757; 
1,53647; 0,0942872; 2,83458; 0,156768; 
1,54564; 0,0889598; 2,84986; 0,148743; 
1,55427; 0,0836324; 2,86433; 0,140686; 
1,56236; 0,078309; 2,878; 0,132606; 
1,56993; 0,0729939; 2,89085; 0,124507; 
1,57696; 0,067691; 2,9029; 0,116397; 
1,58347; 0,062404; 2,91413; 0,108282; 
1,58944; 0,0571369; 2,92455; 0,100168; 
1,59489; 0,0518933; 2,93416; 0,0920618; 
1,59982; 0,0466767; 2,94297; 0,0839689; 
1,60423; 0,0414907; 2,95096; 0,0758958; 
1,60812; 0,0363386; 2,95815; 0,0678486; 
1,6115; 0,0312237; 2,96453; 0,0598333; 
1,61437; 0,0261494; 2,97011; 0,0518557; 
1,61673; 0,0211186; 2,9749; 0,0439219; 
1,61859; 0,0161346; 2,9789; 0,0360374; 
1,61996; 0,0112001; 2,98211; 0,0282081; 
1,62084; 0,00631824; 2,98454; 0,0204393; 
1,62123; 0,00149168; 2,9862; 0,0127367; 
1,62114; -0,0032768; 2,98709; 0,00510563; 
1,62057; -0,00798457; 2,98722; -0,00244878; 
1,61954; -0,012629; 2,98661; -0,00992135; 
