1.43527;1.57804;2.62429;3.01883;4.00003;-0,189202; ;1707;2.7633;2.89208;3.99999;-0,189199; ;48354
1.18806;1.584;2.52231;3.10451;4;-0,189201; ;2465;2.777;2.87891;3.99998;-0,189195; ;42321
1.26776;1.49658;1.46461;3.72223;4.00001;-0,189201; ;1910;2.77297;2.8828;3.99999;-0,189199; ;55966
1.95851;1.86252;2.77347;2.88235;4.00001;-0,189201; ;1752;2.76902;2.88658;3.99998;-0,189195; ;40014
1.12739;1.56689;1.55227;3.68653;4.00001;-0,189201; ;1925;2.77678;2.87912;3.99998;-0,189195; ;43293
1.62204;1.52124;3.26091;2.31657;4;-0,189201; ;2293;2.77089;2.88479;3.99999;-0,189198; ;47241
1.10739;1.14548;1.54734;3.6886;4;-0,189201; ;1897;2.78031;2.87573;3.99999;-0,189198; ;45172
1.97535;1.35042;2.95644;2.69436;4.00002;-0,189201; ;1654;2.77677;2.87913;3.99998;-0,189195; ;41398
1.29846;1.43827;2.31236;3.2639;4;-0,189201; ;2934;2.76832;2.88725;3.99998;-0,189195; ;41825
1.98122;1.05707;3.07347;2.56004;4;-0,189201; ;2419;2.78604;2.87017;3.99999;-0,189198; ;44217
1.88413;1.32801;2.9044;2.75038;4.00001;-0,189201; ;1797;2.77405;2.88177;4;-0,1892; ;45766
1.14391;1.76797;2.48186;3.13694;4;-0,189201; ;2745;2.77455;2.88129;4;-0,1892; ;40048
1.52737;1.24263;2.60132;3.03862;4.00001;-0,189201; ;1881;2.78309;2.87299;3.99996;-0,189191; ;49959
1.83005;1.84681;2.70777;2.94416;4.00001;-0,189201; ;1782;2.77641;2.87947;3.99998;-0,189195; ;37423
1.07025;1.28206;2.34114;3.24331;4;-0,189201; ;3401;2.76864;2.88695;3.99998;-0,189195; ;49241
1.31471;1.07584;3.68893;1.54655;4;-0,189201; ;1925;2.76865;2.88694;3.99998;-0,189195; ;43474
1.69975;1.77647;2.78061;2.87546;4.00001;-0,189201; ;1795;2.77696;2.87894;3.99998;-0,189195; ;40646
1.90701;1.30718;3.25628;2.32307;4;-0,189201; ;2594;2.76341;2.89197;3.99999;-0,189199; ;49833
1.32591;1.67676;2.71307;2.93927;4.00001;-0,189201; ;1776;2.77696;2.87895;3.99998;-0,189195; ;57239
1.5811;1.62437;2.70717;2.94471;4.00001;-0,189201; ;1783;2.78031;2.87573;3.99999;-0,189199; ;48099
1.48928;1.03809;3.08251;2.54914;4;-0,189201; ;2315;2.76913;2.88647;3.99998;-0,189195; ;42367
1.82052;1.68624;2.93358;2.71923;4.00002;-0,189201; ;1688;2.76834;2.88723;3.99998;-0,189195; ;53040
1.18969;1.62209;2.53292;3.09586;4;-0,189201; ;2463;2.76854;2.88704;3.99998;-0,189195; ;48488
1.4374;1.43661;2.97664;2.67203;4.00001;-0,189201; ;1802;2.7774;2.87852;3.99998;-0,189195; ;39229
1.06969;1.64467;2.20839;3.33512;4;-0,189201; ;4280;2.77323;2.88256;3.99999;-0,189199; ;46984
1.03652;1.81063;2.51693;3.10887;4;-0,189201; ;2474;2.78298;2.8731;3.99996;-0,189191; ;35924
1.26836;1.4164;3.03254;2.60843;4.00003;-0,189202; ;1679;2.77313;2.88266;3.99999;-0,189199; ;46489
1.15083;1.67588;2.58863;3.04944;4.00001;-0,189201; ;1980;2.76901;2.88659;3.99998;-0,189195; ;44554
1.09591;1.64644;2.21225;3.33256;4;-0,189201; ;2720;2.79712;2.85939;4;-0,1892; ;48673
1.25139;1.51893;2.31955;3.2588;4.00001;-0,189201; ;2000;2.76904;2.88656;3.99998;-0,189195; ;41257
1.61937;1.13157;3.72265;1.46355;4.00001;-0,189201; ;1796;2.7769;2.879;3.99998;-0,189195; ;40147
1.33893;1.51435;1.94698;3.49419;4.00001;-0,189201; ;1971;2.77308;2.8827;3.99999;-0,189199; ;49500
1.02622;1.64289;2.58321;3.05404;4.00002;-0,189201; ;1894;2.77342;2.88237;3.99999;-0,189199; ;40648
1.68531;1.92955;2.28971;3.27982;4;-0,189201; ;2576;2.77694;2.87896;3.99998;-0,189195; ;49147
1.9692;1.76863;2.68086;2.96868;4.00001;-0,189201; ;1803;2.76914;2.88646;3.99998;-0,189195; ;38229
1.39339;1.33264;3.19122;2.41167;4;-0,189201; ;3130;2.78365;2.87248;3.99998;-0,189196; ;50973
1.00443;1.94053;1.33521;3.77058;4;-0,189201; ;1906;2.78963;2.86665;3.99996;-0,189193; ;35821
1.20458;1.82657;2.09279;3.40885;4;-0,189201; ;2488;2.76401;2.89141;4;-0,1892; ;52553
1.61281;1.97837;2.74035;2.91385;4.00001;-0,189201; ;1771;2.77305;2.88273;3.99999;-0,189199; ;43737
1.47813;1.56437;2.83158;2.82528;4.00001;-0,189201; ;1805;2.78174;2.87435;4;-0,1892; ;44955
1.63738;1.42337;3.0744;2.55892;4;-0,189201; ;2476;2.77311;2.88268;3.99999;-0,189199; ;43545
1.53886;1.84148;3.07477;2.55848;4;-0,189201; ;2483;2.77337;2.88242;3.99999;-0,189199; ;43062
1.33361;1.86115;2.73502;2.91886;4.00001;-0,189201; ;1771;2.77216;2.88358;3.99999;-0,189198; ;40565
1.58264;1.29097;3.12138;2.5014;4;-0,189201; ;3912;2.76316;2.89221;3.99999;-0,189199; ;50805
1.81932;1.90642;2.72931;2.92421;4.00002;-0,189201; ;1639;2.77433;2.8815;4;-0,1892; ;47380
1.88582;1.48471;2.95994;2.69052;4.00002;-0,189201; ;1677;2.77308;2.8827;3.99999;-0,189199; ;45795
1.97797;1.21127;3.34958;2.1864;4;-0,189201; ;2479;2.76853;2.88705;3.99998;-0,189195; ;53573
1.28858;1.46502;2.34313;3.24187;4;-0,189201; ;4125;2.78296;2.87312;3.99996;-0,189191; ;41664
1.81884;1.06538;3.74703;1.39993;4;-0,189201; ;2029;2.77432;2.88151;4;-0,1892; ;45487
1.58977;1.57394;2.85076;2.80592;4;-0,189201; ;1899;2.77358;2.88223;4;-0,1892; ;47637
1.55787;1.52095;3.19156;2.41121;4;-0,189201; ;3143;2.77681;2.87908;3.99998;-0,189195; ;54930
1.17019;1.03582;3.45393;2.01752;4;-0,189201; ;2044;2.77701;2.8789;3.99998;-0,189195; ;42679
1.03927;1.55434;2.60358;3.03669;4.00001;-0,189201; ;1876;2.79397;2.86247;4;-0,1892; ;49258
1.41711;1.61807;2.17536;3.35675;4;-0,189201; ;2635;2.76309;2.89228;3.99999;-0,189199; ;47258
1.90696;1.60893;2.82258;2.83427;4.00001;-0,189201; ;1786;2.76939;2.88622;3.99998;-0,189195; ;41200
1.65707;1.15832;3.33422;2.20975;4;-0,189201; ;2864;2.77652;2.87936;3.99998;-0,189195; ;42114
1.76518;1.52841;3.34996;2.18581;4;-0,189201; ;2564;2.77309;2.88269;3.99999;-0,189199; ;47791
1.92468;1.98434;3.25971;2.31828;4.00001;-0,189201; ;1978;2.76331;2.89207;3.99999;-0,189199; ;45964
1.04677;1.67142;2.62388;3.01917;4.00001;-0,189201; ;1842;2.77693;2.87897;3.99998;-0,189195; ;39707
1.34329;1.49223;2.52781;3.10003;4;-0,189201; ;2332;2.77201;2.88372;3.99999;-0,189198; ;45980
1.36453;1.02983;3.51422;1.91058;4.00001;-0,189201; ;2159;2.76894;2.88665;3.99998;-0,189195; ;47202
1.67519;1.03129;2.60936;3.03173;4.00002;-0,189201; ;1845;2.77349;2.88231;3.99999;-0,189199; ;44277
