0; 1,27632; 100; 0; 
0,0127616; 1,27601; 99,9995; -0,0990815; 
0,0255205; 1,27578; 99,998; -0,198167; 
0,0382774; 1,27562; 99,9955; -0,297261; 
0,0510332; 1,27554; 99,9921; -0,396367; 
0,0637886; 1,27554; 99,9876; -0,49549; 
0,0765443; 1,27561; 99,9822; -0,594633; 
0,0893011; 1,27576; 99,9757; -0,693802; 
0,10206; 1,27599; 99,9683; -0,793001; 
0,114821; 1,27629; 99,9599; -0,892232; 
0,127586; 1,27667; 99,9504; -0,991502; 
0,140355; 1,27712; 99,94; -1,09081; 
0,153129; 1,27765; 99,9286; -1,19017; 
0,165908; 1,27826; 99,9162; -1,28958; 
0,178694; 1,27894; 99,9028; -1,38905; 
0,191487; 1,2797; 99,8884; -1,48857; 
0,204288; 1,28053; 99,8731; -1,58816; 
0,217098; 1,28144; 99,8567; -1,68781; 
0,229917; 1,28243; 99,8393; -1,78754; 
0,242747; 1,28349; 99,8209; -1,88734; 
0,255587; 1,28463; 99,8016; -1,98723; 
0,26844; 1,28584; 99,7812; -2,0872; 
0,281304; 1,28713; 99,7598; -2,18726; 
0,294182; 1,2885; 99,7374; -2,28741; 
0,307075; 1,28994; 99,7141; -2,38767; 
0,319982; 1,29146; 99,6897; -2,48802; 
0,332904; 1,29306; 99,6643; -2,58849; 
0,345843; 1,29473; 99,6379; -2,68906; 
0,358799; 1,29648; 99,6105; -2,78975; 
0,371773; 1,2983; 99,5821; -2,89056; 
0,384765; 1,3002; 99,5527; -2,9915; 
0,397777; 1,30218; 99,5223; -3,09257; 
0,410809; 1,30424; 99,4909; -3,19377; 
0,423862; 1,30637; 99,4584; -3,29511; 
0,436937; 1,30858; 99,425; -3,3966; 
0,450034; 1,31086; 99,3905; -3,49823; 
0,463154; 1,31322; 99,355; -3,60002; 
0,476299; 1,31566; 99,3185; -3,70197; 
0,489468; 1,31818; 99,281; -3,80407; 
0,502662; 1,32077; 99,2424; -3,90635; 
0,515883; 1,32344; 99,2028; -4,00879; 
0,529132; 1,32619; 99,1622; -4,11142; 
0,542407; 1,32901; 99,1206; -4,21422; 
0,555712; 1,33192; 99,0779; -4,31721; 
0,569046; 1,33489; 99,0343; -4,4204; 
0,58241; 1,33795; 98,9895; -4,52378; 
0,595805; 1,34109; 98,9438; -4,62736; 
0,609232; 1,3443; 98,897; -4,73114; 
0,622692; 1,34759; 98,8492; -4,83514; 
0,636184; 1,35096; 98,8003; -4,93936; 
0,649711; 1,35441; 98,7504; -5,0438; 
0,663273; 1,35793; 98,6994; -5,14846; 
0,67687; 1,36154; 98,6474; -5,25336; 
0,690504; 1,36522; 98,5943; -5,35849; 
0,704175; 1,36898; 98,5402; -5,46387; 
0,717884; 1,37282; 98,4851; -5,56949; 
0,731631; 1,37674; 98,4288; -5,67537; 
0,745419; 1,38074; 98,3715; -5,78151; 
0,759246; 1,38482; 98,3132; -5,88791; 
0,773115; 1,38898; 98,2538; -5,99458; 
0,787026; 1,39321; 98,1933; -6,10153; 
0,80098; 1,39753; 98,1318; -6,20876; 
0,814977; 1,40193; 98,0691; -6,31627; 
0,829019; 1,4064; 98,0054; -6,42408; 
0,843105; 1,41096; 97,9406; -6,53218; 
0,857238; 1,4156; 97,8748; -6,64059; 
0,871418; 1,42032; 97,8078; -6,74931; 
0,885645; 1,42511; 97,7398; -6,85835; 
0,89992; 1,42999; 97,6707; -6,96771; 
0,914245; 1,43496; 97,6004; -7,0774; 
0,92862; 1,44; 97,5291; -7,18742; 
0,943045; 1,44512; 97,4567; -7,29778; 
0,957522; 1,45033; 97,3832; -7,40849; 
0,972052; 1,45562; 97,3085; -7,51955; 
0,986635; 1,46099; 97,2328; -7,63097; 
1,00127; 1,46644; 97,1559; -7,74276; 
1,01596; 1,47197; 97,0779; -7,85492; 
1,03071; 1,47759; 96,9988; -7,96746; 
1,04552; 1,48329; 96,9186; -8,08039; 
1,06038; 1,48908; 96,8372; -8,19371; 
1,0753; 1,49494; 96,7547; -8,30743; 
1,09028; 1,5009; 96,671; -8,42156; 
1,10532; 1,50693; 96,5863; -8,5361; 
1,12042; 1,51305; 96,5003; -8,65106; 
1,13558; 1,51926; 96,4132; -8,76646; 
1,1508; 1,52555; 96,325; -8,88228; 
1,16609; 1,53192; 96,2356; -8,99855; 
1,18144; 1,53838; 96,145; -9,11527; 
1,19686; 1,54493; 96,0533; -9,23245; 
1,21234; 1,55156; 95,9604; -9,3501; 
1,22789; 1,55827; 95,8663; -9,46822; 
1,2435; 1,56508; 95,771; -9,58682; 
1,25919; 1,57197; 95,6745; -9,70591; 
1,27494; 1,57895; 95,5769; -9,8255; 
1,29077; 1,58601; 95,478; -9,94559; 
1,30666; 1,59317; 95,378; -10,0662; 
1,32263; 1,60041; 95,2767; -10,1873; 
1,33867; 1,60774; 95,1742; -10,309; 
1,35479; 1,61515; 95,0705; -10,4312; 
1,37098; 1,62266; 94,9656; -10,554; 
1,38724; 1,63026; 94,8594; -10,6773; 
