-5.24712;9.03093
-4.08301;8.59387
-2.7611;7.44795
-1.62671;5.83293
-1.08933;4.95861
-0.540931;4.3478
0.041184;3.89958
0.352192;3.68592
0.559525;3.49368
0.702757;3.31133
0.777078;3.21061
0.842802;3.14229
0.899835;3.09728
0.93201;3.07213
0.954207;3.04993
0.968272;3.03214
0.976736;3.02186
0.984165;3.01472
0.989694;3.01033
0.992991;3.00748
0.995268;3.00502
0.996643;3.0033
0.997603;3.00224
0.99841;3.00152
0.998942;3.00109
0.999283;3.00077
0.99951;3.0005
0.999648;3.00034
0.999756;3.00023
0.99984;3.00016
0.999892;3.00011
0.999927;3.00008
0.999949;3.00005
0.999964;3.00003
0.999975;3.00002
0.999984;3.00002
0.999989;3.00001
0.999992;3.00001
0.999995;3.00001
0.999996;3
0.999998;3
0.999998;3
0.999999;3
0.999999;3
0.999999;3
1;3
1;3
1;3
