0.186978;0.186978
0.186978;0.186978
0.186978;0.186978
0.186978;0.186978
0.186478;0.186478
0.186478;0.186478
0.185478;0.185478
0.185478;0.185478
0.183478;0.183478
0.183478;0.183478
0.179478;0.179478
0.179478;0.179478
0.171478;0.171478
0.171478;0.171478
0.155478;0.155478
0.155478;0.155478
0.123478;0.123478
0.123478;0.123478
0.059478;0.059478
0.059478;0.059478
0.059478;0.059478
0.059478;0.059478
0.059478;0.059478
0.059478;0.059478
0.027478;0.027478
0.027478;0.027478
0.027478;0.027478
0.027478;0.027478
0.027478;0.027478
0.027478;0.027478
0.011478;0.011478
0.011478;0.011478
0.011478;0.011478
0.011478;0.011478
0.011478;0.011478
0.011478;0.011478
0.003478;0.003478
0.003478;0.003478
0.003478;0.003478
0.003478;0.003478
0.003478;0.003478
0.003478;0.003478
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
-0.000522;-0.000522
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000478;0.000478
0.000228;0.000228
0.000228;0.000228
0.000228;0.000228
0.000228;0.000228
0.000228;0.000228
0.000228;0.000228
0.000103;0.000103
0.000103;0.000103
0.000103;0.000103
0.000103;0.000103
