-6.90205;8.74023;0.999999;3;7.50649e-13;2;154;1;3;2.77658e-14;2;49;0.999999;3;4.00214e-12;2;302;302
7.25243;-8.30727;-nan(ind);-nan(ind);-nan(ind);2;10001;1;3;6.72599e-15;2;56;1;3;7.66406e-13;2;131;131
3.76306;-5.72828;1;3;2.36445e-14;78;0;1;3;8.02276e-24;78;0;1;3;6.70532e-29;17;0;0
83572;-8.37073;1;3;7.80081e-13;2;141;1;3;3.89073e-14;2;46;0.999999;3;2.85054e-11;2;309;309
6.47954;4.24644;1;3;7.33913e-13;2;143;1;3;2.2146e-14;2;47;1;3;2.30444e-11;2;291;291
2.16379;0.888208;1;3;6.69785e-13;2;141;1;3;3.99392e-14;2;45;1;3;5.83544e-12;2;274;274
-5.91295;-7.7373;1;3;7.39533e-13;2;142;1;3;4.52247e-14;2;46;0.999999;3;2.95983e-11;2;307;307
-8.98029;-2.4138;0.999999;3;6.91795e-13;2;144;1;3;2.92246e-14;2;47;0.999998;3;2.77681e-11;2;305;305
3.95469;7.68691;0.999999;3;6.63212e-13;2;135;1;3;4.18632e-14;2;44;1;3;2.86544e-11;2;291;291
-0.253779;2.84301;0.999999;3;7.62555e-13;2;130;1;3;3.00545e-14;2;43;0.999998;3;2.03011e-11;2;262;262
-5.46267;7.24978;0.999999;3;7.05457e-13;2;152;1;3;4.03839e-14;2;48;0.999998;3;4.65286e-12;2;297;297
8.80996;-2.7928;1;3;7.46306e-13;2;154;1;3;2.70189e-14;2;49;1;3;3.88782e-12;2;302;302
-6.65487;1.3429;0.999999;3;7.83001e-13;2;146;1;3;2.10952e-14;2;48;0.999998;3;2.3916e-11;2;297;297
6.28547;5.80575;1;3;7.22285e-13;2;138;1;3;3.99974e-14;2;45;1;3;2.91296e-11;2;292;292
3.67124;5.35548;1;3;7.92338e-13;2;118;1;3;3.06592e-14;2;40;1;3;3.10518e-11;2;282;282
-9.25014;-3.20235;0.999999;3;6.71064e-13;2;143;1;3;2.33098e-14;2;47;0.999998;3;2.85386e-11;2;306;306
9.56876;3.6387;1;3;7.27431e-13;2;149;1;3;3.37206e-14;2;48;1;3;1.97062e-11;2;299;299
-5.56835;-7.08595;1;3;7.72415e-13;2;141;1;3;3.83052e-14;2;46;0.999999;3;2.91917e-11;2;306;306
-5.66612;-3.50798;0.999999;3;7.03641e-13;2;112;1;3;4.20227e-14;2;38;0.999999;3;3.03579e-11;2;301;301
4.12087;-8.55482;1;3;7.03631e-13;2;155;1;3;4.38895e-14;2;49;1;3;9.95557e-12;2;306;306
8.58861;-6.33331;1;3;7.57761e-13;2;156;1;3;3.73238e-14;2;49;1;3;3.65087e-12;2;306;306
-3.47352;-3.70013;1;3;7.18966e-13;2;137;1;3;3.31417e-14;2;45;0.999999;3;2.98389e-11;2;298;298
3.04518;-8.11079;1;3;6.98085e-13;2;154;1;3;3.69114e-14;2;49;1;3;1.17685e-11;2;305;305
-2.01656;7.91606;0.999999;3;7.279e-13;2;149;1;3;2.30113e-14;2;48;0.999999;3;5.17195e-12;2;291;291
2.70124;9.06769;0.999999;3;7.80878e-13;2;143;1;3;2.42359e-14;2;47;1;3;2.48284e-11;2;293;293
-7.63148;0.533228;0.999999;3;6.70027e-13;2;147;1;3;2.31475e-14;2;48;0.999998;3;2.46902e-11;2;300;300
4.29495;6.47936;0.999999;3;7.75027e-13;2;113;1;3;5.03527e-14;2;38;1;3;3.04632e-11;2;288;288
-9.01087;-2.64105;0.999999;3;7.82087e-13;2;143;1;3;2.69051e-14;2;47;0.999998;3;2.86743e-11;2;305;305
-6.97298;-7.09645;1;3;8.07284e-13;2;136;1;3;3.05321e-14;2;45;0.999999;3;3.09073e-11;2;307;307
7.86953;9.85062;1;3;6.80405e-13;2;92;1;3;4.52485e-14;2;33;1;3;2.97158e-11;2;302;302
-5.00474;2.03402;0.999999;3;6.82253e-13;2;145;1;3;3.01666e-14;2;47;0.999998;3;2.04319e-11;2;293;293
-1.21229;1.3623;0.999999;3;7.41035e-13;2;124;1;3;2.16995e-14;2;42;0.999999;3;3.04848e-11;2;277;277
1.24649;8.72701;0.999999;3;8.07126e-13;2;145;1;3;3.30643e-14;2;47;1;3;1.90388e-11;2;291;291
5.40606;-3.51003;1;3;7.32534e-13;2;152;1;3;4.11252e-14;2;48;1;3;4.20378e-12;2;298;298
8.0468;-9.88789;1;3;6.89957e-13;2;158;1;3;3.26264e-14;2;50;1;3;5.43826e-12;2;310;310
6.58002;7.03226;1;3;8.07026e-13;2;133;1;3;3.39609e-14;2;44;1;3;2.99945e-11;2;295;295
1.94332;9.85527;0.999999;3;7.60754e-13;2;146;1;3;4.0926e-14;2;47;1;3;2.09437e-11;2;295;295
-8.86136;8.10639;0.999999;3;7.31915e-13;2;155;1;3;4.01654e-14;2;49;0.999998;3;6.10772e-12;2;304;304
0.42005;4.08519;0.999999;3;7.56594e-13;2;134;1;3;2.17346e-14;2;44;0.999999;3;5.96632e-12;2;261;261
6.92875;-4.62903;1;3;7.41379e-13;2;154;1;3;2.54177e-14;2;49;1;3;3.68044e-12;2;302;302
-7.53978;-6.21497;1;3;6.71324e-13;2;126;1;3;3.05932e-14;2;42;0.999999;3;2.97993e-11;2;307;307
3.56642;-8.04602;1;3;7.47368e-13;2;154;1;3;3.85047e-14;2;49;1;3;1.07329e-11;2;305;305
-7.70413;-2.1593;0.999999;3;7.84421e-13;2;141;1;3;3.85259e-14;2;46;0.999998;3;3.05601e-11;2;302;302
-5.94004;-3.22463;0.999999;3;7.53696e-13;2;126;1;3;3.39452e-14;2;42;0.999999;3;3.03239e-11;2;301;301
1.95718;-6.96942;1;3;7.33944e-13;2;152;1;3;2.67963e-14;2;49;1;3;1.49155e-11;2;302;302
-5.25212;0.325461;0.999999;3;7.98981e-13;2;141;1;3;3.77528e-14;2;46;0.999998;3;2.62543e-11;2;295;295
2.64882;-4.54459;1;3;7.9191e-13;2;150;1;3;3.8147e-14;2;48;1;3;1.16406e-11;2;297;297
-1.56006;-8.88023;1;3;6.59258e-13;2;151;1;3;2.37598e-14;2;49;1;3;2.28487e-11;2;306;306
9.64438;8.86423;1;3;7.35398e-13;2;139;1;3;2.40267e-14;2;46;1;3;3.01118e-11;2;303;303
-9.48038;2.10378;0.999999;3;6.97134e-13;2;151;1;3;2.31914e-14;2;49;0.999998;3;1.98933e-11;2;303;303
-7.20022;-8.81364;1;3;6.60208e-13;2;142;1;3;4.06825e-14;2;46;0.999999;3;3.0948e-11;2;309;309
5.93006;7.91912;1;3;8.07152e-13;2;86;1;3;3.41954e-14;2;32;1;3;3.14007e-11;2;295;295
2.91005;-3.21533;1;3;7.63705e-13;2;149;1;3;2.85506e-14;2;48;1;3;9.27918e-12;2;294;294
4.15811;7.13468;0.999999;3;7.46358e-13;2;129;1;3;2.94777e-14;2;43;1;3;3.19233e-11;2;289;289
-3.56661;6.18679;0.999999;3;6.95379e-13;2;149;1;3;4.22404e-14;2;47;0.999998;3;4.18802e-12;2;291;291
0.734292;-3.23951;1;3;7.76756e-13;2;146;1;3;3.92723e-14;2;47;1;3;1.83936e-11;2;293;293
-4.96046;4.94339;0.999999;3;7.22629e-13;2;149;1;3;2.67779e-14;2;48;0.999998;3;9.1716e-12;2;293;293
